Passenger ID;First Name;Last Name;Gender;Age;Nationality;Airport Name;Airport Country Code;Country Name;Airport Continent;Continents;Departure Date;Arrival Airport;Pilot Name;Flight Status;Ticket Type;Passenger Status
QJofDr;Bent;Janos;Male;62;Brazil;Mundo Novo Airport;BR;Brazil;SAM;South America;3/18/2022;0;Bent Janos;Delayed;Business;On Time
phKHFK;Cynde;Rubinsohn;Female;56;Botswana;Libo Airport;CN;China;AS;Asia;10/13/2022;LLB;Cynde Rubinsohn;On Time;Business;On Time
vz5yn5;Madonna;Stanes;Female;47;China;Brigadeiro Cabral Airport;BR;Brazil;SAM;South America;1/9/2022;DIQ;Madonna Stanes;Cancelled;Business;On Time
9v2hIN;Nye;Blacktin;Male;43;Yemen;Kish International Airport;IR;Iran, Islamic Republic of;AS;Asia;4/9/2022;KIH;Nye Blacktin;On Time;Business;On Time
crMZFQ;Thorvald;Wilcocke;Male;9;Czech Republic;Mount Aue Airport;PG;Papua New Guinea;OC;Oceania;11/16/2022;UAE;Thorvald Wilcocke;Delayed;Business;On Time
C0jksT;Torey;Bratch;Female;17;Canada;San Antonio Copalar Airport;MX;Mexico;NAM;North America;4/17/2022;CJT;Torey Bratch;Cancelled;Business;On Time
3IlCJ0;Ann;Hatherill;Female;7;Ukraine;Wasu Airport;PG;Papua New Guinea;OC;Oceania;8/21/2022;WSU;Ann Hatherill;Delayed;Business;On Time
U30yAX;Jeanine;Vockings;Female;6;Indonesia;Kalymnos Airport;GR;Greece;EU;Europe;8/10/2022;JKL;Jeanine Vockings;Cancelled;Business;On Time
w9uHoM;Cordelia;Taberner;Female;77;Portugal;M'Bigou Airport;GA;Gabon;AF;Africa;9/25/2022;MBC;Cordelia Taberner;Cancelled;Business;On Time
iiTa9F;Ronny;Limb;Female;18;Azerbaijan;Olbia Costa Smeralda Airport;IT;Italy;EU;Europe;4/14/2022;OLB;Ronny Limb;Cancelled;Business;On Time
TjuenF;Ondrea;Ebben;Female;16;Sweden;Tzaneen Airport;ZA;South Africa;AF;Africa;5/1/2022;LTA;Ondrea Ebben;Cancelled;Business;On Time
0dJsLP;Quinton;Topaz;Male;42;Brazil;Oceanside Municipal Airport;US;United States;NAM;North America;4/15/2022;OCN;Quinton Topaz;On Time;Business;On Time
t4t6lo;Marthe;Fairfoot;Female;4;Sweden;Saskatoon John G. Diefenbaker International Airport;CA;Canada;NAM;North America;1/5/2022;YXE;Marthe Fairfoot;Cancelled;Business;On Time
Haf03N;Eada;O'Hingerty;Female;82;Sweden;Takaka Airport;NZ;New Zealand;OC;Oceania;8/15/2022;KTF;Eada O'Hingerty;Cancelled;Business;On Time
Q1LA7c;Rabbi;Fortnon;Male;40;Indonesia;Tanacross Airport;US;United States;NAM;North America;7/11/2022;TSG;Rabbi Fortnon;Cancelled;Business;On Time
XyNB0j;Alexis;Yedy;Male;69;Slovenia;Pweto Airport;CD;Congo, The Democratic Republic of the;AF;Africa;12/7/2022;PWO;Alexis Yedy;Delayed;Business;On Time
NO00mL;Steffie;MacLaren;Female;71;Cuba;Fort Hope Airport;CA;Canada;NAM;North America;12/13/2022;YFH;Steffie MacLaren;Cancelled;Business;On Time
lKVZwj;Stearne;MacElharge;Male;10;Philippines;Sacramento Airport;BR;Brazil;SAM;South America;5/11/2022;0;Stearne MacElharge;Cancelled;Business;On Time
5haWma;Pall;Undy;Male;70;Lithuania;Ukiah Municipal Airport;US;United States;NAM;North America;7/18/2022;UKI;Pall Undy;Delayed;Business;On Time
SF22Qa;Arabella;Gransden;Female;80;Peru;Vila Bela da Sant?ssima Trindade Airport;BR;Brazil;SAM;South America;7/11/2022;MTG;Arabella Gransden;Cancelled;Business;On Time
6rAE36;Orsola;Klaessen;Female;47;Indonesia;Colatina Airport;BR;Brazil;SAM;South America;3/27/2022;QCH;Orsola Klaessen;Cancelled;Business;On Time
uKI4ak;Angus;Johananov;Male;81;Egypt;Komaio Airport;PG;Papua New Guinea;OC;Oceania;8/19/2022;KCJ;Angus Johananov;Delayed;Business;On Time
szPbcs;Kesley;McGauhy;Female;27;Ireland;Formiga Airport;BR;Brazil;SAM;South America;8/14/2022;0;Kesley McGauhy;Cancelled;Business;On Time
wr9ynI;Donnamarie;Rubinov;Female;87;Portugal;Gerald R. Ford International Airport;US;United States;NAM;North America;12/22/2022;GRR;Donnamarie Rubinov;On Time;Business;On Time
KaVdcp;Hanny;Szymanek;Female;19;China;Adnan Menderes International Airport;TR;Turkey;AS;Asia;5/22/2022;ADB;Hanny Szymanek;Delayed;Business;On Time
MyH6nI;Elmira;Middell;Female;61;Indonesia;Gorge Harbour Seaplane Base;CA;Canada;NAM;North America;1/21/2022;YGE;Elmira Middell;Cancelled;Business;On Time
g7mEZJ;Lezley;McKenny;Male;35;China;Wagethe Airport;ID;Indonesia;AS;Asia;3/19/2022;WET;Lezley McKenny;On Time;Business;On Time
Tb2dSH;Lura;Copes;Female;57;China;Ipia? Airport;BR;Brazil;SAM;South America;11/27/2022;IPU;Lura Copes;Delayed;Business;On Time
B4WCe1;Torey;Pawlaczyk;Female;47;Indonesia;Buffalo Range Airport;ZW;Zimbabwe;AF;Africa;4/13/2022;BFO;Torey Pawlaczyk;Delayed;Business;On Time
sS91Hw;Micky;Niesel;Female;82;Indonesia;Aba Tenna Dejazmach Yilma International Airport;ET;Ethiopia;AF;Africa;9/6/2022;DIR;Micky Niesel;Delayed;Business;On Time
yGBjSs;Eunice;Maggill'Andreis;Female;86;Russia;South Goulburn Is Airport;AU;Australia;OC;Oceania;9/2/2022;GBL;Eunice Maggill'Andreis;Cancelled;Business;On Time
W3AC5x;Wit;Tetsall;Male;7;Indonesia;North West Santo Airport;VU;Vanuatu;OC;Oceania;10/7/2022;OLJ;Wit Tetsall;Cancelled;Business;On Time
ZZmrNj;Carolann;Championnet;Female;15;Malaysia;Osmanabad Airport;IN;India;AS;Asia;12/3/2022;OMN;Carolann Championnet;Cancelled;Business;On Time
1EtDd2;Tera;Briscam;Female;18;China;Umbu Mehang Kunda Airport;ID;Indonesia;AS;Asia;11/4/2022;WGP;Tera Briscam;Delayed;Business;On Time
qiMqWi;Inigo;Burfoot;Male;65;Portugal;Guarulhos - Governador Andr? Franco Montoro International Airport;BR;Brazil;SAM;South America;9/28/2022;GRU;Inigo Burfoot;Cancelled;Business;On Time
ZjOgQU;Morley;Beavis;Male;68;United States;Quesnel Airport;CA;Canada;NAM;North America;11/28/2022;YQZ;Morley Beavis;Delayed;Business;On Time
V7l4Kz;Aloin;Cardenosa;Male;6;China;Playa Samara/Carrillo Airport;CR;Costa Rica;NAM;North America;12/14/2022;PLD;Aloin Cardenosa;Cancelled;Business;On Time
IG2INV;Kiah;Anselm;Female;36;France;Nejran Airport;SA;Saudi Arabia;AS;Asia;1/27/2022;EAM;Kiah Anselm;On Time;Business;On Time
aydUaL;Katti;Grim;Female;61;Brazil;Ellsworth Air Force Base;US;United States;NAM;North America;7/27/2022;RCA;Katti Grim;Delayed;Business;On Time
kPgluM;Verina;Pharrow;Female;74;Vietnam;General Bartolome Salom International Airport;VE;Venezuela, Bolivarian Republic of;SAM;South America;9/24/2022;PBL;Verina Pharrow;On Time;Business;On Time
Y2ZqQ5;Debby;Futty;Female;39;China;Orinduik Airport;GY;Guyana;SAM;South America;7/23/2022;ORJ;Debby Futty;Delayed;Business;On Time
KzTyot;Chevalier;Foxcroft;Male;41;Vietnam;General Heriberto Jara International Airport;MX;Mexico;NAM;North America;4/1/2022;VER;Chevalier Foxcroft;On Time;Business;On Time
I0zrfa;Reeba;Gaythorpe;Female;37;China;Frankfurt-Egelsbach Airport;DE;Germany;EU;Europe;1/30/2022;QEF;Reeba Gaythorpe;Cancelled;Business;On Time
YVu7IG;Tildi;Parradine;Female;63;China;Miraflores Airport;CO;Colombia;SAM;South America;2/27/2022;MFS;Tildi Parradine;On Time;Business;On Time
a62zMa;Chryste;Petrovsky;Female;41;Palestinian Territory;Macomb Municipal Airport;US;United States;NAM;North America;11/1/2022;MQB;Chryste Petrovsky;Cancelled;Business;On Time
7gbDuH;Larina;Pays;Female;37;Paraguay;Hato Corozal Airport;CO;Colombia;SAM;South America;7/27/2022;HTZ;Larina Pays;Cancelled;Business;On Time
iv7cGg;Amandy;Ohms;Female;24;Syria;Serafin Enoss Bertaso Airport;BR;Brazil;SAM;South America;7/23/2022;XAP;Amandy Ohms;On Time;Business;On Time
XNgOx2;Beltran;De Hailes;Male;69;Brazil;Khan Jahan Ali Airport;BD;Bangladesh;AS;Asia;11/8/2022;KHL;Beltran De Hailes;Cancelled;Business;On Time
wPJPlm;Athene;Sole;Female;73;Indonesia;Konawaruk Airport;GY;Guyana;SAM;South America;7/11/2022;KKG;Athene Sole;Cancelled;Business;On Time
wnLgG6;Stephanie;Moyles;Female;58;Honduras;Huahine-Fare Airport;PF;French Polynesia;OC;Oceania;10/22/2022;HUH;Stephanie Moyles;Delayed;Business;On Time
Q1yiNJ;Valaree;Scriviner;Female;24;Botswana;La Chorrera Airport;CO;Colombia;SAM;South America;5/28/2022;LCR;Valaree Scriviner;Delayed;Business;On Time
baTdGo;Edlin;Hallock;Male;44;Indonesia;?anl?urfa Airport;TR;Turkey;AS;Asia;2/19/2022;SFQ;Edlin Hallock;On Time;Business;On Time
Oa8eRE;Nomi;Bendixen;Female;33;Japan;Newtok Airport;US;United States;NAM;North America;11/12/2022;WWT;Nomi Bendixen;Cancelled;Business;On Time
vrNOtv;Tawsha;Middle;Female;40;Serbia;Langkawi International Airport;MY;Malaysia;AS;Asia;12/7/2022;LGK;Tawsha Middle;Delayed;Business;On Time
pvxFDS;Meryl;Vila;Female;26;Greece;Wapolu Airport;PG;Papua New Guinea;OC;Oceania;6/11/2022;WBC;Meryl Vila;On Time;Business;On Time
2qFZ5F;Bette-ann;Compford;Female;68;Colombia;Poplar Hill Airport;CA;Canada;NAM;North America;7/28/2022;YHP;Bette-ann Compford;Cancelled;Business;On Time
0QbzlO;Ring;Stripling;Male;47;Indonesia;Dong Tac Airport;VN;Viet Nam;AS;Asia;1/16/2022;TBB;Ring Stripling;On Time;Business;On Time
h1uha0;Mehetabel;Antliff;Female;47;China;Tingo Maria Airport;PE;Peru;SAM;South America;3/24/2022;TGI;Mehetabel Antliff;Delayed;Business;On Time
4gewQE;Rockwell;Yurlov;Male;90;France;Zaqatala International Airport;AZ;Azerbaijan;AS;Asia;10/13/2022;ZTU;Rockwell Yurlov;Cancelled;Business;On Time
b6JYV4;Reagan;Hugonnet;Male;10;Colombia;Batu Licin Airport;ID;Indonesia;AS;Asia;11/3/2022;BTW;Reagan Hugonnet;On Time;Business;On Time
6AlhuE;Nell;Bartali;Female;86;Argentina;Soalala Airport;MG;Madagascar;AF;Africa;9/4/2022;DWB;Nell Bartali;Cancelled;Business;On Time
SDrD85;Tedda;Compson;Female;6;Slovenia;Miramichi Airport;CA;Canada;NAM;North America;1/10/2022;YCH;Tedda Compson;On Time;Business;On Time
1ifFTW;Angelita;Willden;Female;15;Portugal;Cayenne-Rochambeau Airport;GF;French Guiana;SAM;South America;3/3/2022;CAY;Angelita Willden;Cancelled;Business;On Time
Jl1CyL;Nessi;Scroxton;Female;88;China;Omora Airport;PG;Papua New Guinea;OC;Oceania;9/30/2022;OSE;Nessi Scroxton;Delayed;Business;On Time
nVzv3i;Adriane;De Bischop;Female;33;China;Jefferson County International Airport;US;United States;NAM;North America;4/11/2022;TWD;Adriane De Bischop;Cancelled;Business;On Time
bUT07p;Rudie;MacTavish;Male;89;China;Pirapora Airport;BR;Brazil;SAM;South America;11/26/2022;PIV;Rudie MacTavish;Cancelled;Business;On Time
vLeNgU;Bil;Janas;Male;45;Indonesia;Luang Phabang International Airport;LA;Lao People's Democratic Republic;AS;Asia;1/19/2022;LPQ;Bil Janas;On Time;Business;On Time
C9ltue;Janka;Waliszewski;Female;49;Bosnia and Herzegovina;Sertan?polis Airport;BR;Brazil;SAM;South America;4/28/2022;0;Janka Waliszewski;Cancelled;Business;On Time
oHgxw3;Danyette;Westrip;Female;87;Russia;Lima Allen County Airport;US;United States;NAM;North America;5/15/2022;AOH;Danyette Westrip;Cancelled;Business;On Time
PwEhtj;Dorisa;Pilling;Female;19;China;Lloydminster Airport;CA;Canada;NAM;North America;6/22/2022;YLL;Dorisa Pilling;Delayed;Business;On Time
F3RBTO;Sarene;Wasbey;Female;35;Russia;Columbus Air Force Base;US;United States;NAM;North America;7/9/2022;CBM;Sarene Wasbey;Delayed;Business;On Time
2eivNE;Louisa;Dresser;Female;42;Indonesia;Leme Airport;BR;Brazil;SAM;South America;1/3/2022;0;Louisa Dresser;Cancelled;Business;On Time
4HoHfw;Josh;Guilaem;Male;21;Venezuela;Diapaga Airport;BF;Burkina Faso;AF;Africa;3/27/2022;DIP;Josh Guilaem;Delayed;Business;On Time
opIUyn;Tedman;Fearnall;Male;10;Iraq;G?vle Sandviken Airport;SE;Sweden;EU;Europe;7/25/2022;GVX;Tedman Fearnall;Cancelled;Business;On Time
65jafl;Lance;Fishlee;Male;13;France;Herc?lio Luz International Airport;BR;Brazil;SAM;South America;3/28/2022;FLN;Lance Fishlee;Delayed;Business;On Time
GbJyBm;Zia;Beininck;Female;29;China;Ketchikan International Airport;US;United States;NAM;North America;8/12/2022;KTN;Zia Beininck;Cancelled;Business;On Time
CqLtJs;Jacinda;Burdytt;Female;74;Thailand;Tambohorano Airport;MG;Madagascar;AF;Africa;2/9/2022;WTA;Jacinda Burdytt;Delayed;Business;On Time
RuwqmO;Lothaire;MacGee;Male;4;Indonesia;Ljubljana Jo?e Pu?nik Airport;SI;Slovenia;EU;Europe;8/23/2022;LJU;Lothaire MacGee;Delayed;Business;On Time
R0d6dN;Ezri;Birchenough;Male;22;Indonesia;Prince Albert Glass Field;CA;Canada;NAM;North America;12/25/2022;YPA;Ezri Birchenough;Delayed;Business;On Time
ARBK9E;Gerri;Shorey;Male;9;Philippines;Gjoa Haven Airport;CA;Canada;NAM;North America;1/6/2022;YHK;Gerri Shorey;On Time;Business;On Time
xcoASn;Abeu;Pawson;Male;19;Indonesia;Khoka Moya Airport;ZA;South Africa;AF;Africa;12/30/2022;KHO;Abeu Pawson;Cancelled;Business;On Time
SqWnfC;Crissy;Arstall;Female;33;Russia;Antonio B. Won Pat International Airport;GU;Guam;OC;Oceania;3/3/2022;GUM;Crissy Arstall;Delayed;Business;On Time
wfK8Uh;Law;Thredder;Male;56;China;Lizard Island Airport;AU;Australia;OC;Oceania;3/20/2022;LZR;Law Thredder;Delayed;Business;On Time
6LzU4D;Brynna;Saltsberg;Female;90;Israel;Caleta Olivia Airport;AR;Argentina;SAM;South America;9/5/2022;CVI;Brynna Saltsberg;Delayed;Business;On Time
MKufWi;Ignacio;Cars;Male;55;United States;Sibulan Airport;PH;Philippines;AS;Asia;3/23/2022;DGT;Ignacio Cars;Delayed;Business;On Time
Ui6xCV;Davis;Simonson;Male;89;Indonesia;Ellison Onizuka Kona International At Keahole Airport;US;United States;NAM;North America;4/14/2022;KOA;Davis Simonson;On Time;Business;On Time
Olpcj6;Haley;Peat;Female;77;Brazil;RAF Lossiemouth;GB;United Kingdom;EU;Europe;12/5/2022;LMO;Haley Peat;Delayed;Business;On Time
lkDLXf;Marya;Guterson;Female;46;Argentina;Beaufort County Airport;US;United States;NAM;North America;6/25/2022;BFT;Marya Guterson;Delayed;Business;On Time
jBhjO7;Harper;Killby;Male;78;Sweden;Kilwa Masoko Airport;TZ;Tanzania, United Republic of;AF;Africa;6/8/2022;KIY;Harper Killby;Cancelled;Business;On Time
tiYVev;Steve;Pettegree;Male;60;Ukraine;Niue International Airport;NU;Niue;OC;Oceania;12/30/2022;IUE;Steve Pettegree;On Time;Business;On Time
7EpX1z;Garrik;Camps;Male;43;Indonesia;Tashkent International Airport;UZ;Uzbekistan;AS;Asia;6/17/2022;TAS;Garrik Camps;Delayed;Business;On Time
WHQ4L2;Devondra;Whytock;Female;35;Russia;Banmaw Airport;MM;Myanmar;AS;Asia;3/22/2022;BMO;Devondra Whytock;On Time;Business;On Time
sQNn7C;Delano;Pavluk;Male;36;China;Rimatara Airport;PF;French Polynesia;OC;Oceania;1/27/2022;RMT;Delano Pavluk;Cancelled;Business;On Time
t0Ytb8;Karlie;Braitling;Female;62;Cameroon;Reyes Murillo Airport;CO;Colombia;SAM;South America;8/23/2022;NQU;Karlie Braitling;On Time;Business;On Time
qI6bGb;Saba;Grogona;Female;77;Sweden;Shaktoolik Airport;US;United States;NAM;North America;6/1/2022;SKK;Saba Grogona;Delayed;Business;On Time
lW9fwU;Emmett;Briamo;Male;57;China;Ailuk Airport;MH;Marshall Islands;OC;Oceania;10/19/2022;AIM;Emmett Briamo;Cancelled;Business;On Time
2uw3bt;Federico;McClintock;Male;54;Indonesia;Yas Island Seaplane Base;AE;United Arab Emirates;AS;Asia;9/12/2022;AYM;Federico McClintock;Delayed;Business;On Time
LmadVr;Blinni;Garstan;Female;11;China;Cabo F.A.A. H. R. Bord?n Airport;AR;Argentina;SAM;South America;6/24/2022;IGB;Blinni Garstan;Delayed;Business;On Time
GwLd37;Milissent;Chmiel;Female;55;China;Novgorod Airport;RU;Russian Federation;EU;Europe;1/19/2022;NVR;Milissent Chmiel;Cancelled;Business;On Time
EO0rKG;Leanora;Keyes;Female;74;Indonesia;Houma Terrebonne Airport;US;United States;NAM;North America;11/12/2022;HUM;Leanora Keyes;Delayed;Business;On Time
mKGYWC;Chester;Bollands;Male;6;Germany;Nuku Airport;PG;Papua New Guinea;OC;Oceania;9/14/2022;UKU;Chester Bollands;Cancelled;Business;On Time
T60HCJ;Adan;Anshell;Female;57;Brazil;Casa Grande Municipal Airport;US;United States;NAM;North America;4/7/2022;CGZ;Adan Anshell;Cancelled;Business;On Time
54gGDg;Bellina;Leinweber;Female;71;Sweden;Amami Airport;JP;Japan;AS;Asia;10/8/2022;ASJ;Bellina Leinweber;Delayed;Business;On Time
G117oK;Ave;Floyed;Male;87;Ivory Coast;San Antonio Copalar Airport;MX;Mexico;NAM;North America;4/29/2022;CJT;Ave Floyed;On Time;Business;On Time
7jtOKY;Maryl;Gannicleff;Female;16;Russia;Scott AFB/Midamerica Airport;US;United States;NAM;North America;1/29/2022;BLV;Maryl Gannicleff;Delayed;Business;On Time
qLsig8;Lin;Champley;Male;23;France;Hefei Luogang International Airport;CN;China;AS;Asia;6/28/2022;HFE;Lin Champley;Cancelled;Business;On Time
UtdCaT;Thomasine;Yushkov;Female;65;Zambia;Port Walter Seaplane Base;US;United States;NAM;North America;5/1/2022;PWR;Thomasine Yushkov;Cancelled;Business;On Time
PaWNVO;Konrad;Petrozzi;Male;55;Indonesia;Knox County Regional Airport;US;United States;NAM;North America;7/29/2022;RKD;Konrad Petrozzi;On Time;Business;On Time
gTVEVN;Luigi;Langan;Male;67;Serbia;Cap Manuel Ni?o International Airport;PA;Panama;NAM;North America;11/19/2022;CHX;Luigi Langan;On Time;Business;On Time
6eMcYh;Zed;Evensden;Male;58;Thailand;Falls International Airport;US;United States;NAM;North America;1/24/2022;INL;Zed Evensden;On Time;Business;On Time
lUVx9r;Madeleine;Agott;Female;80;Cyprus;Mason County Airport;US;United States;NAM;North America;12/1/2022;LDM;Madeleine Agott;Delayed;Business;On Time
G8gnE8;Pedro;Durrad;Male;34;Palestinian Territory;George F. L. Charles Airport;LC;Saint Lucia;NAM;North America;11/11/2022;SLU;Pedro Durrad;Delayed;Business;On Time
mat2ZO;Ruby;Renny;Female;15;China;Ipiranga Airport;BR;Brazil;SAM;South America;11/2/2022;IPG;Ruby Renny;On Time;Business;On Time
joSWOo;Concettina;Ludford;Female;43;Peru;Tadji Airport;PG;Papua New Guinea;OC;Oceania;7/20/2022;TAJ;Concettina Ludford;Delayed;Business;On Time
u6G62U;Harold;Gallaway;Male;25;United States;Kawito Airport;PG;Papua New Guinea;OC;Oceania;8/1/2022;KWO;Harold Gallaway;Cancelled;Business;On Time
mMgw5I;Shantee;Kiehne;Female;79;Colombia;San Pedro Airport;NI;Nicaragua;NAM;North America;5/21/2022;BZA;Shantee Kiehne;On Time;Business;On Time
EdB0Dr;Shaughn;Meere;Male;21;Panama;Bemolanga Airport;MG;Madagascar;AF;Africa;8/27/2022;BZM;Shaughn Meere;On Time;Business;On Time
V2kOzb;Arman;Bryant;Male;26;Poland;Liverpool John Lennon Airport;GB;United Kingdom;EU;Europe;12/20/2022;LPL;Arman Bryant;Cancelled;Business;On Time
TvhJSK;Andrus;Johnston;Male;49;Russia;Garden Point Airport;AU;Australia;OC;Oceania;10/27/2022;GPN;Andrus Johnston;On Time;Business;On Time
zsVPPE;Renelle;Keyson;Female;26;China;Chile Chico Airport;CL;Chile;SAM;South America;3/20/2022;CCH;Renelle Keyson;Cancelled;Business;On Time
MxlJf1;Niki;Lamplough;Female;45;South Korea;Losuia Airport;PG;Papua New Guinea;OC;Oceania;8/20/2022;LSA;Niki Lamplough;Delayed;Business;On Time
A46gtl;Amerigo;Sheehan;Male;35;Palau;Campo do Meio Airport;BR;Brazil;SAM;South America;4/19/2022;0;Amerigo Sheehan;Delayed;Business;On Time
IArJCY;Fax;Wathey;Male;57;China;Kawama Airport;CU;Cuba;NAM;North America;5/11/2022;VRO;Fax Wathey;Delayed;Business;On Time
kAphGu;Vernor;Sigert;Male;5;Netherlands;Kalay Airport;MM;Myanmar;AS;Asia;11/27/2022;KMV;Vernor Sigert;Cancelled;Business;On Time
Tuz2sj;Cory;Diess;Male;23;Indonesia;Garner Field;US;United States;NAM;North America;6/3/2022;UVA;Cory Diess;Cancelled;Business;On Time
pBAhKd;Cesya;Andrick;Female;25;San Marino;Cortina Airport;IT;Italy;EU;Europe;9/1/2022;CDF;Cesya Andrick;On Time;Business;On Time
QE2bph;Chen;Haggart;Male;44;Poland;Nomane Airport;PG;Papua New Guinea;OC;Oceania;7/16/2022;NMN;Chen Haggart;On Time;Business;On Time
AhU53y;Armand;O'Howbane;Male;13;Indonesia;Lombok International Airport;ID;Indonesia;AS;Asia;4/1/2022;LOP;Armand O'Howbane;On Time;Business;On Time
4bryc0;Roderigo;Jellyman;Male;79;United States;Fallon Naval Air Station;US;United States;NAM;North America;12/11/2022;NFL;Roderigo Jellyman;Delayed;Business;On Time
kHiRbY;Susi;Maulden;Female;27;Indonesia;Oita Airport;JP;Japan;AS;Asia;8/24/2022;OIT;Susi Maulden;Delayed;Business;On Time
nSCMLb;Erwin;Diment;Male;77;Pakistan;Nikolayevsk-na-Amure Airport;RU;Russian Federation;EU;Europe;10/4/2022;NLI;Erwin Diment;On Time;Business;On Time
VP1LSB;Titus;Heatley;Male;23;Indonesia;Murod Kond Airport;IN;India;AS;Asia;12/5/2022;LTU;Titus Heatley;Delayed;Business;On Time
oz36G2;Charlie;Gatchel;Male;5;Russia;Tep Tep Airport;PG;Papua New Guinea;OC;Oceania;4/25/2022;TEP;Charlie Gatchel;Delayed;Business;On Time
IZADET;Pincus;Leatherbarrow;Male;16;Russia;Wau Airport;SS;South Sudan;AF;Africa;9/17/2022;WUU;Pincus Leatherbarrow;Cancelled;Business;On Time
JMU9KW;Avictor;Wooton;Male;83;Poland;Jim Hamilton L.B. Owens Airport;US;United States;NAM;North America;5/14/2022;CUB;Avictor Wooton;On Time;Business;On Time
sZXcmL;Halsy;Duckit;Male;14;Russia;Danilo Atienza Air Base;PH;Philippines;AS;Asia;10/9/2022;SGL;Halsy Duckit;Cancelled;Business;On Time
tuhyTO;Haskell;Shuttle;Male;78;Uzbekistan;Monte Caseros Airport;AR;Argentina;SAM;South America;9/5/2022;MCS;Haskell Shuttle;Delayed;Business;On Time
my7T3I;Pepita;Kubecka;Female;31;Nigeria;Kokonau Airport;ID;Indonesia;AS;Asia;8/17/2022;KOX;Pepita Kubecka;Delayed;Business;On Time
UsXczp;Tasha;Flatt;Female;44;Philippines;Arvaikheer Airport;MN;Mongolia;AS;Asia;7/10/2022;AVK;Tasha Flatt;On Time;Business;On Time
tjyhHi;Sarah;Robbert;Female;65;Bosnia and Herzegovina;Lusikisiki Airport;ZA;South Africa;AF;Africa;12/28/2022;LUJ;Sarah Robbert;Delayed;Business;On Time
MNVRL5;Purcell;Bamborough;Male;40;Russia;Gary Chicago International Airport;US;United States;NAM;North America;11/10/2022;GYY;Purcell Bamborough;On Time;Business;On Time
2ssom8;Hayyim;Gaskin;Male;60;Poland;Mtwara Airport;TZ;Tanzania, United Republic of;AF;Africa;9/28/2022;MYW;Hayyim Gaskin;Cancelled;Business;On Time
FmW0vg;Wally;Edison;Male;70;Peru;Redcliffe Airport;VU;Vanuatu;OC;Oceania;2/6/2022;RCL;Wally Edison;Cancelled;Business;On Time
s9IIgT;Filia;Giacovetti;Female;32;Peru;Tipton Airport;US;United States;NAM;North America;10/3/2022;FME;Filia Giacovetti;Delayed;Business;On Time
FaHows;Beauregard;Mitskevich;Male;11;Brazil;Deering Airport;US;United States;NAM;North America;10/5/2022;DRG;Beauregard Mitskevich;On Time;Business;On Time
6RTqkP;Phillip;Beebe;Male;11;United Kingdom;Treasure Cay Airport;BS;Bahamas;NAM;North America;9/15/2022;TCB;Phillip Beebe;Cancelled;Business;On Time
KQtizy;Lorita;Casetti;Female;34;Slovenia;Zyryanka Airport;RU;Russian Federation;AS;Asia;2/24/2022;ZKP;Lorita Casetti;On Time;Business;On Time
ib4vZx;Elayne;Lightewood;Female;68;Portugal;Liping Airport;CN;China;AS;Asia;10/13/2022;HZH;Elayne Lightewood;Delayed;Business;On Time
kekSxT;Yank;McGonnell;Male;11;Mauritius;Matsuyama Airport;JP;Japan;AS;Asia;5/26/2022;MYJ;Yank McGonnell;On Time;Business;On Time
ChPiY3;Page;Sauniere;Female;25;China;Basango Mboliasa Airport;CD;Congo, The Democratic Republic of the;AF;Africa;11/8/2022;KRZ;Page Sauniere;On Time;Business;On Time
ZF8dfC;Gavrielle;Frodsam;Female;4;Indonesia;San Ram?n Airport;BO;Bolivia, Plurinational State of;SAM;South America;2/11/2022;SRD;Gavrielle Frodsam;Delayed;Business;On Time
eetMcW;Patrizius;Alesio;Male;49;Russia;Caloundra Airport;AU;Australia;OC;Oceania;5/19/2022;CUD;Patrizius Alesio;On Time;Business;On Time
JE4vhn;Tremain;Iron;Male;26;Argentina;Twente Airport;NL;Netherlands;EU;Europe;11/25/2022;ENS;Tremain Iron;Cancelled;Business;On Time
Ezvi3T;Rhodia;Veryan;Female;58;Pakistan;Arturo Michelena International Airport;VE;Venezuela, Bolivarian Republic of;SAM;South America;5/26/2022;VLN;Rhodia Veryan;On Time;Business;On Time
G2FTfL;Jessika;Screech;Female;1;Indonesia;Jardines Del Rey Airport;CU;Cuba;NAM;North America;12/3/2022;CCC;Jessika Screech;Delayed;Business;On Time
RLloX3;Tito;Longley;Male;3;China;Gonaili Airport;PG;Papua New Guinea;OC;Oceania;3/22/2022;GOE;Tito Longley;On Time;Business;On Time
lWwRzq;Deane;Woolway;Female;9;Croatia;Tenakee Seaplane Base;US;United States;NAM;North America;2/22/2022;TKE;Deane Woolway;Cancelled;Business;On Time
9y51mS;Teresina;Maud;Female;65;China;Taliabu Island Airport;ID;Indonesia;AS;Asia;10/20/2022;TAX;Teresina Maud;On Time;Business;On Time
PDdutk;Lianne;Juppe;Female;39;Poland;Slayton Municipal Airport;US;United States;NAM;North America;10/22/2022;NSL;Lianne Juppe;On Time;Business;On Time
0tlrS6;Ambrosi;Frill;Male;44;China;Dawson City Airport;CA;Canada;NAM;North America;4/18/2022;YDA;Ambrosi Frill;Cancelled;Business;On Time
1FYV4W;Lonnard;Tongs;Male;6;China;Greeneville-Greene County Municipal Airport;US;United States;NAM;North America;1/17/2022;GCY;Lonnard Tongs;Delayed;Business;On Time
